what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1380095814932
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1380095816043
error,log,,,"Could not instantiate provider org.eclipse.team.svn.core.svnnature for project adempiereLibero.",1380095816223
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1380095833038
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1380095833188
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1380095833328
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1380096524902
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097143582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097380192
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1380097434070
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1380097447940
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1380097448270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097449722
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097530719
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097538109
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097542796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1380097542846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1380097542846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097544959
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097565829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097568203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097584065
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097585948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097592367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097602131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097602171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097602181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097610784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.help.aboutAction",1380097610804
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097612957
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097614169
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1380097614579
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1380097615200
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1383275930012
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1383275930022
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1383275930022
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1383275930022
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1383275930022
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1383275930022
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1383275930022
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1383275930022
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1383275930022
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1383275930022
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1383275930032
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1383275930032
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1383275930032
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1383275930032
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1383275930032
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1383275930032
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1383275930032
